Census Tract,Total Population,California County,ZIP,Approximate Location,Longitude,Latitude,CES 4.0 Score,CES 4.0 Percentile,CES 4.0 Percentile Range,Ozone,Ozone Pctl,PM2.5,PM2.5 Pctl,Diesel PM,Diesel PM Pctl,Drinking Water,Drinking Water Pctl,Lead,Lead Pctl,Pesticides,Pesticides Pctl,Tox. Release,Tox. Release Pctl,Traffic,Traffic Pctl,Cleanup Sites,Cleanup Sites Pctl,Groundwater Threats,Groundwater Threats Pctl,Haz. Waste,Haz. Waste Pctl,Imp. Water Bodies,Imp. Water Bodies Pctl,Solid Waste,Solid Waste Pctl,Pollution Burden,Pollution Burden Score,Pollution Burden Pctl,Asthma,Asthma Pctl,Low Birth Weight,Low Birth Weight Pctl,Cardiovascular Disease,Cardiovascular Disease Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Char. ,Pop. Char. Score,Pop. Char. Pctl
6073012501,3283,San Diego,91910,Chula Vista,-117.0936978,32.6335939,52.5320805873485,90.5446293494705,90-95%,0.04125212,24.8786558805227,10.5944138,52.7566894835096,0.437732021,86.894835096453,338.4984526,33.4332459098289,52.52735731,55.1732829237555,0.0,0.0,861.5742798,61.5903975993999,1463.51124,77.325,6.0,46.080627099664,57.35,92.0637556035198,1.38,89.5036399735275,4,43.7841243175137,1.0,35.7159221076747,53.1475468479158,6.48930491346809,78.4567517112632,58.58,67.6345962113659,5.96,74.3905568385938,12.25,48.2178464606181,42.2,91.5337889141989,34.4,97.4827446203817,56.4,88.5301507537689,19.8,99.2061426340448,27.9,86.5652724968314,78.0389765270189,8.09517834156967,90.3555219364599
6073003403,4094,San Diego,92102,San Diego,-117.1085408,32.7136131,52.3396603183211,90.3807362581946,90-95%,0.04259906,29.8942128189172,10.20939619,50.4791537025513,0.509674287,90.2800248911014,312.860703,28.9871362557762,84.51992779,93.0056710775047,0.0,0.0,370.8260091,45.5863965991498,2456.206743,92.2,7.0,50.3172825681224,8.5,42.0720571143948,2.77,95.4467240238253,12,90.1301973960521,1.0,35.7159221076747,56.7815284927547,6.93301335048752,85.8867454884879,78.48,84.4341974077767,5.9,73.0690274570182,11.62,43.2203389830509,40.7,90.4581118704126,20.5,87.3189876843957,47.1,78.6306532663317,5.1,45.7834461218116,30.3,91.0392902408112,72.7769762263506,7.54933788128948,83.7115481593545
6073003603,3907,San Diego,92113,San Diego,-117.1075924,32.6866623,51.501108845583,89.4604135148764,85-90%,0.04259906,29.8942128189172,10.43363685,52.0472930927194,0.323898241,78.7803360298693,312.860703,28.9871362557762,89.06360895,96.0806553245117,0.0,0.0,610.7489929,55.4888722180545,1114.614028,64.775,0.4,5.63643150429265,35.3,83.3969782500415,1.41,89.7683653209795,15,94.5611087778244,10.0,91.0423825887743,58.1314765744482,7.097841743123,88.0273802115744,89.78,89.506480558325,4.17,30.587631511419,13.91,59.6834496510469,47.2,94.8367501898254,18.8,84.7881986737042,48.1,79.8241206030151,5.4,49.8568453930245,30.0,90.5449936628644,69.9480178057085,7.25588294434455,80.0428643469491
6073012502,4330,San Diego,91910,Chula Vista,-117.1094056,32.6421028,51.3008465023242,89.2334846192637,85-90%,0.04125212,24.8786558805227,10.49668941,52.3957685127567,0.264106383,72.3833229620411,338.4984526,33.4332459098289,61.54236324,67.9017013232514,0.0,0.0,837.2634278,61.1277819454864,2188.379508,89.6875,17.5,78.6114221724524,52.55,90.801925950523,1.265,88.5373924553276,11,86.9592608147837,5.95,78.4192439862543,61.7059477364467,7.53428396200814,92.9682638456752,58.58,67.6345962113659,4.35,34.7703361560174,12.25,48.2178464606181,29.5,79.5874462161478,20.6,87.4137231019082,47.7,79.3090452261306,11.8,91.7881311816762,21.1,67.2623574144487,65.6398667853647,6.80898765708994,74.0292486132123
6025010200,2728,Imperial ,92281,Unincorporated Imperial County area,-115.6689803,33.0633411,50.9893320242207,88.8426626323752,85-90%,0.04173533,24.9159925326696,8.783557581,32.3957685127567,0.032822811,11.5494710640946,461.8385681,55.5513925315349,60.2844637,66.2003780718336,2030.994991,92.9310344827586,3.830813,7.06426606651663,376.2757343,12.6125,0.0,0.0,13.0,54.5243234268637,1.5,90.2978160158835,35,99.9580008399832,5.0,75.6701030927835,46.6317498302147,5.69372739183527,61.30678282514,157.49,99.2522432701894,6.45,82.9099307159353,21.26,91.6500498504487,32.7,83.232093140977,14.3,75.5311950196238,56.7,88.8065326633166,15.2,96.9677251431546,19.9,62.4207858048162,86.3312038166177,8.95535183109375,97.4659606656581
6025011300,11695,Imperial ,92243,Unincorporated Imperial County area,-115.4937382,32.775654,50.7991689758851,88.6409480584972,85-90%,0.05035441,62.7006845052894,9.409244235,43.3727442439328,0.078751798,29.3217174859988,481.7863279,58.3239665292869,40.83809006,38.2986767485822,1721.749645,92.1379310344828,175.1465454,32.0705176294074,556.8299072,25.25,2.0,25.625233296006,18.3,65.6649510210858,0.95,84.4870946393117,26,99.5170096598068,22.6,98.8774341351661,56.7344680315068,6.92726727751674,85.7622899813317,68.86,77.59222333001,4.5,38.7092635360534,18.86,83.7238285144566,34.7,84.9152113389015,28.1,94.6271484639329,48.6,80.3391959798995,7.7,73.4122852680895,15.3,40.2661596958175,70.6935526380841,7.33321913834042,80.9379727685325
6073003501,4929,San Diego,92113,San Diego,-117.1145576,32.706039,50.3526848699378,88.262733232476,85-90%,0.04259906,29.8942128189172,10.29698922,51.0889856876167,0.37973155,83.5220908525202,312.860703,28.9871362557762,80.30098651,89.5526149968494,0.0,0.0,426.9231364,48.4621155288822,1026.961828,59.7375,2.8,29.5259425158641,3.5,23.4434667109414,0.5,69.3977498345467,15,94.5611087778244,0.1,2.52004581901489,47.2336089222596,5.76721426742709,62.8375855631612,88.58,89.2073778664008,6.41,82.281241981011,13.26,55.5832502492522,44.2,92.9891166793217,21.0,87.8061984030315,60.8,92.1984924623115,16.2,97.852680895367,31.3,92.3700887198986,84.1669693987704,8.7308503785488,96.142208774584
6073003301,3820,San Diego,92113,San Diego,-117.1018968,32.7027556,49.9968380458894,87.8845184064549,85-90%,0.04259906,29.8942128189172,10.38881477,51.6490354698195,0.268294555,72.843808338519,312.860703,28.9871362557762,78.6686104,88.1789540012602,0.0,0.0,404.3406982,47.2868217054264,2540.546375,92.95,2.7,29.1153415453527,15.0,59.604848082351,0.305,50.4566512243547,12,90.1301973960521,0.25,11.5922107674685,50.3757806501818,6.15087281127888,71.3503422526447,100.09,92.6345962113659,4.85,48.2678983833718,15.05,66.5752741774676,36.8,87.129840546697,12.1,68.8591149005278,59.6,91.4572864321608,14.6,96.4601769911504,32.5,93.8910012674271,78.3593701424972,8.12841357314526,90.7715582450832
6073014400,4412,San Diego,91945,Lemon Grove,-117.0341068,32.7435374,49.8717263643293,87.7080181543116,85-90%,0.04486563,37.7846919726198,10.18576866,50.3173615432483,0.315765032,78.070939639079,408.312592,45.859872611465,49.17083097,50.4347826086956,0.0,0.0,227.3124644,36.8967241810453,1312.045421,72.6625,0.0,0.0,92.0,96.1148929105097,0.66,77.0218398411648,12,90.1301973960521,15.5,96.3573883161512,54.9771939439379,6.71270446047079,82.3771001866833,80.35,85.4312063808574,5.17,56.8770849371311,14.11,60.9421734795613,26.8,76.044039483675,7.6,51.5089998646637,56.9,89.0577889447236,7.3,69.9765747006767,30.2,90.8745247148289,71.6212702371151,7.42945360666624,82.3373676248109
6073002712,5658,San Diego,92105,San Diego,-117.0732171,32.7297628,49.255377827697,87.1280887544125,85-90%,0.04377076,32.2588674548849,10.09586175,49.9191039203485,0.403823807,85.1275668948351,435.1262446,50.7430997876858,57.23102961,61.7643352236925,0.0,0.0,304.2928314,41.9854963740935,1481.40012,77.7,3.6,34.2478536767451,14.5,56.9483646023576,0.77,80.6882859033752,12,90.1301973960521,13.4,94.7308132875143,57.0745734623646,6.96879408306957,86.3596764156814,43.32,46.5852442671984,7.99,96.3946625609443,7.76,12.1510468594217,23.4,70.5770690964313,17.4,82.0814724590608,56.4,88.5301507537689,13.3,94.8334200937012,28.0,86.7934093789607,68.1367111261197,7.06799156935361,77.5466464952093
6025010500,7421,Imperial ,92227,Brawley,-115.544002,32.9875564,49.0681546313125,86.8255168935956,85-90%,0.04320513,32.1468574984443,9.091847481,39.1910392034848,0.065107373,24.1568139390168,457.9589149,54.9893842887473,42.06706734,39.9369880277253,151.8653189,79.5172413793103,19.65515803,11.5028757189297,687.46522,35.1,12.5,70.1754385964912,21.5,70.2971940893243,0.275,46.3534083388484,26,99.5170096598068,1.0,35.7159221076747,47.8490315241146,5.84235724487259,64.5177349097698,135.16,97.7442671984048,4.98,51.8219142930459,19.97,87.4127617148554,28.1,77.7271576815996,23.2,90.4858573555285,59.5,91.3190954773869,17.2,98.2951587714732,18.6,56.8567807351077,80.9648955364939,8.39869124305537,93.469490670701
6073011700,6078,San Diego,91950,National City,-117.0970458,32.6738101,49.0668778653202,86.8129097327282,85-90%,0.04192559,26.6957062850031,10.40413435,51.7361543248289,0.371393059,82.7753578095831,338.4984526,33.4332459098289,60.09875365,65.872715816005,0.0,0.0,635.6562907,56.2015503875969,546.3657557,24.4625,5.9,44.7741694662187,28.5,78.3496596380541,0.92,83.8120450033091,9,77.2994540109198,0.95,26.7353951890034,49.1628174315708,6.00277024321656,68.2638456751711,79.74,85.0324027916251,5.42,62.6122658455222,17.19,77.1186440677966,28.2,77.8663629460896,31.5,96.2105832994992,54.7,86.8592964824121,6.2,59.3831337844872,31.9,93.0671736375159,78.7992071324911,8.17403896488764,91.338880484115
6073002502,6479,San Diego,92105,San Diego,-117.1080241,32.7281564,48.8776720827917,86.5985879979829,85-90%,0.04320513,32.1468574984443,10.21276896,50.491599253267,0.592785551,92.7815805849409,312.860703,28.9871362557762,71.5236973,80.8695652173913,0.0,0.0,322.5020955,43.0482620655164,3049.323419,96.15,7.0,50.3172825681224,1.0,6.97326913498257,2.195,93.3289212442091,12,90.1301973960521,5.4,76.8613974799542,56.5469879278327,6.90437599409719,85.3889234598631,74.19,81.555333998006,4.9,49.6150885296382,14.11,60.9421734795613,25.0,73.1586940015186,10.0,61.9028285288943,48.3,79.9874371859297,8.4,77.7589796980739,21.7,69.4550063371356,68.2450605763561,7.07923092899041,77.7105395864851
